feature	chromosome	start	end	SLX-16150.D712tp_D507tp.HC22VBBXY.s_3.r_1	SLX-17921.D702tp_D506tp.H5J55BBXY.s_8.r_1
9:75000001-75500000	9	75000001	75500000	1.003	0.953
9:75500001-76000000	9	75500001	76000000	1.012	1.027
9:76000001-76500000	9	76000001	76500000	0.937	1.037
9:76500001-77000000	9	76500001	77000000	0.858	0.96
9:77000001-77500000	9	77000001	77500000	1.021	0.978
9:77500001-78000000	9	77500001	78000000	1.001	0.902
9:78000001-78500000	9	78000001	78500000	1.14	1.064
9:79000001-79500000	9	79000001	79500000	1.054	1.049
9:80000001-80500000	9	80000001	80500000	1.033	0.963
9:81000001-81500000	9	81000001	81500000	0.916	0.947
9:82500001-83000000	9	82500001	83000000	1.002	1.024
9:83000001-83500000	9	83000001	83500000	1.027	0.983
9:83500001-84000000	9	83500001	84000000	1.025	0.883
9:84000001-84500000	9	84000001	84500000	0.973	1.027
9:84500001-85000000	9	84500001	85000000	1.116	1.029
9:85000001-85500000	9	85000001	85500000	1.145	1.018
9:85500001-86000000	9	85500001	86000000	0.969	1.046
9:86000001-86500000	9	86000001	86500000	0.962	0.958
9:86500001-87000000	9	86500001	87000000	1.102	1.068
9:87000001-87500000	9	87000001	87500000	1.069	1.062
9:87500001-88000000	9	87500001	88000000	1.047	1.062
9:88000001-88500000	9	88000001	88500000	0.988	1.189
9:88500001-89000000	9	88500001	89000000	1.011	1.162
9:89000001-89500000	9	89000001	89500000	1.019	0.975
9:89500001-90000000	9	89500001	90000000	0.973	0.931
9:90000001-90500000	9	90000001	90500000	0.997	1.144
9:90500001-91000000	9	90500001	91000000	0.94	1.079
9:91000001-91500000	9	91000001	91500000	1.13	0.929
9:91500001-92000000	9	91500001	92000000	0.972	1.069
9:93000001-93500000	9	93000001	93500000	1.047	0.962
9:93500001-94000000	9	93500001	94000000	0.936	0.917
9:94500001-95000000	9	94500001	95000000	1.056	1.081
9:95000001-95500000	9	95000001	95500000	1.013	0.975
9:96000001-96500000	9	96000001	96500000	1.077	1.017
9:97500001-98000000	9	97500001	98000000	0.948	0.939
9:98000001-98500000	9	98000001	98500000	1.018	1.044
9:98500001-99000000	9	98500001	99000000	1.018	1.012
9:99000001-99500000	9	99000001	99500000	1.048	0.971
9:99500001-100000000	9	99500001	100000000	0.92	0.97
9:100000001-100500000	9	100000001	100500000	1.02	1.024
9:100500001-101000000	9	100500001	101000000	1.093	1.083
9:101000001-101500000	9	101000001	101500000	1.066	1.025
9:101500001-102000000	9	101500001	102000000	0.976	0.956
9:102000001-102500000	9	102000001	102500000	0.981	1.066
9:102500001-103000000	9	102500001	103000000	0.928	0.971
9:103000001-103500000	9	103000001	103500000	1.005	0.974
9:103500001-104000000	9	103500001	104000000	0.949	1.027
9:104000001-104500000	9	104000001	104500000	1.02	1.055
9:104500001-105000000	9	104500001	105000000	1.012	0.986
9:105000001-105500000	9	105000001	105500000	0.988	0.96
9:105500001-106000000	9	105500001	106000000	1.053	1.143
9:106000001-106500000	9	106000001	106500000	1.026	1.066
9:106500001-107000000	9	106500001	107000000	1.176	1.068
9:107000001-107500000	9	107000001	107500000	0.952	1.055
9:107500001-108000000	9	107500001	108000000	0.939	1.067
9:108000001-108500000	9	108000001	108500000	0.925	1.041
9:108500001-109000000	9	108500001	109000000	1.143	1.06
9:109000001-109500000	9	109000001	109500000	1.077	0.917
9:109500001-110000000	9	109500001	110000000	1.128	1.042
9:110000001-110500000	9	110000001	110500000	1.118	0.911
9:110500001-111000000	9	110500001	111000000	1.006	1.069
9:111000001-111500000	9	111000001	111500000	0.938	0.995
9:111500001-112000000	9	111500001	112000000	0.954	0.926
9:112000001-112500000	9	112000001	112500000	1.061	0.892
9:112500001-113000000	9	112500001	113000000	0.991	0.924
9:113000001-113500000	9	113000001	113500000	0.985	1.065
9:113500001-114000000	9	113500001	114000000	0.923	0.918
9:114000001-114500000	9	114000001	114500000	0.966	0.888
9:114500001-115000000	9	114500001	115000000	0.935	1.074
9:115000001-115500000	9	115000001	115500000	1.042	1.019
9:115500001-116000000	9	115500001	116000000	0.937	1.147
9:116000001-116500000	9	116000001	116500000	1.033	1.003
9:116500001-117000000	9	116500001	117000000	0.989	1.095
9:117500001-118000000	9	117500001	118000000	1.082	0.969
9:118000001-118500000	9	118000001	118500000	1.129	0.976
9:118500001-119000000	9	118500001	119000000	0.889	1.059
9:119000001-119500000	9	119000001	119500000	1.042	1.094
9:119500001-120000000	9	119500001	120000000	1.008	1.078
9:120000001-120500000	9	120000001	120500000	1.021	1.098
9:120500001-121000000	9	120500001	121000000	0.941	0.84
9:121000001-121500000	9	121000001	121500000	0.979	0.873
9:121500001-122000000	9	121500001	122000000	1.039	1.113
9:122000001-122500000	9	122000001	122500000	1.003	0.933
9:123000001-123500000	9	123000001	123500000	0.978	0.945
9:123500001-124000000	9	123500001	124000000	0.978	1.016
9:124000001-124500000	9	124000001	124500000	1.008	1.005
9:124500001-125000000	9	124500001	125000000	1.082	0.991
9:125000001-125500000	9	125000001	125500000	0.998	1.016
9:125500001-126000000	9	125500001	126000000	0.962	0.966
9:126000001-126500000	9	126000001	126500000	1.084	1.002
9:126500001-127000000	9	126500001	127000000	1.128	1.121
9:127000001-127500000	9	127000001	127500000	0.959	0.948
9:127500001-128000000	9	127500001	128000000	0.959	1.076
9:128000001-128500000	9	128000001	128500000	0.976	1.002
9:128500001-129000000	9	128500001	129000000	1.073	1.035
9:129000001-129500000	9	129000001	129500000	0.952	0.933
9:130000001-130500000	9	130000001	130500000	1.048	1.059
9:130500001-131000000	9	130500001	131000000	1.116	1.073
9:131000001-131500000	9	131000001	131500000	1.019	1.012
9:131500001-132000000	9	131500001	132000000	0.984	0.978
9:132000001-132500000	9	132000001	132500000	1.026	0.988
9:132500001-133000000	9	132500001	133000000	1.048	0.984
9:133000001-133500000	9	133000001	133500000	0.967	1.019
9:133500001-134000000	9	133500001	134000000	1.025	1.02
9:134500001-135000000	9	134500001	135000000	1.045	1.088
9:135000001-135500000	9	135000001	135500000	0.982	1.093
9:135500001-136000000	9	135500001	136000000	1.087	1.063
9:136000001-136500000	9	136000001	136500000	0.914	1.031
9:136500001-137000000	9	136500001	137000000	0.904	0.936
9:137000001-137500000	9	137000001	137500000	1.027	1.079
9:137500001-138000000	9	137500001	138000000	1.003	0.987
10:1-500000	10	1	500000	1.151	1.086
10:500001-1000000	10	500001	1000000	1.05	0.998
10:1000001-1500000	10	1000001	1500000	0.928	1.064
10:1500001-2000000	10	1500001	2000000	0.993	1.012
10:2500001-3000000	10	2500001	3000000	1.002	1.022
10:3000001-3500000	10	3000001	3500000	0.974	0.903
10:3500001-4000000	10	3500001	4000000	0.994	0.882
10:4000001-4500000	10	4000001	4500000	0.978	1.008
10:4500001-5000000	10	4500001	5000000	0.957	0.872
10:5000001-5500000	10	5000001	5500000	1.089	0.996
10:5500001-6000000	10	5500001	6000000	0.945	0.857
10:6000001-6500000	10	6000001	6500000	0.922	1
10:6500001-7000000	10	6500001	7000000	1.131	1.033
10:7000001-7500000	10	7000001	7500000	0.983	0.989
10:7500001-8000000	10	7500001	8000000	1.004	1.047
10:8000001-8500000	10	8000001	8500000	0.948	1.039
10:8500001-9000000	10	8500001	9000000	1.03	0.974
10:9000001-9500000	10	9000001	9500000	0.964	1.082
10:9500001-10000000	10	9500001	10000000	1.006	1.058
10:10000001-10500000	10	10000001	10500000	1.079	1.088
10:10500001-11000000	10	10500001	11000000	1.053	1.071
10:11000001-11500000	10	11000001	11500000	0.987	0.956
10:11500001-12000000	10	11500001	12000000	0.995	0.995
10:12000001-12500000	10	12000001	12500000	1.009	0.894
10:12500001-13000000	10	12500001	13000000	1.044	0.987
10:13000001-13500000	10	13000001	13500000	1.024	1.007
10:13500001-14000000	10	13500001	14000000	0.997	0.98
10:14000001-14500000	10	14000001	14500000	0.986	1.088
10:14500001-15000000	10	14500001	15000000	0.981	1.003
10:15000001-15500000	10	15000001	15500000	1.024	1.1
10:15500001-16000000	10	15500001	16000000	0.965	1.04
10:16000001-16500000	10	16000001	16500000	0.938	1.047
10:16500001-17000000	10	16500001	17000000	0.967	0.993
10:17000001-17500000	10	17000001	17500000	1.035	0.933
10:17500001-18000000	10	17500001	18000000	0.956	1.001
10:18000001-18500000	10	18000001	18500000	1.115	1.085
10:18500001-19000000	10	18500001	19000000	1.015	1.013
10:19000001-19500000	10	19000001	19500000	1.063	0.993
10:20000001-20500000	10	20000001	20500000	0.915	1.079
10:20500001-21000000	10	20500001	21000000	1.112	1.056
10:21000001-21500000	10	21000001	21500000	0.986	1.018
10:21500001-22000000	10	21500001	22000000	0.959	0.914
10:22000001-22500000	10	22000001	22500000	0.996	0.958
10:22500001-23000000	10	22500001	23000000	0.997	0.855
10:23000001-23500000	10	23000001	23500000	0.939	0.929
10:23500001-24000000	10	23500001	24000000	1.068	1.055
10:24000001-24500000	10	24000001	24500000	0.978	1.017
10:24500001-25000000	10	24500001	25000000	0.949	0.918
10:25000001-25500000	10	25000001	25500000	0.998	1.057
10:26000001-26500000	10	26000001	26500000	1.033	1.076
10:27000001-27500000	10	27000001	27500000	0.911	0.938
10:27500001-28000000	10	27500001	28000000	1.04	1.022
10:28000001-28500000	10	28000001	28500000	1.013	0.899
10:28500001-29000000	10	28500001	29000000	0.907	0.991
10:29000001-29500000	10	29000001	29500000	0.9	0.93
10:29500001-30000000	10	29500001	30000000	0.983	0.909
10:30000001-30500000	10	30000001	30500000	0.906	0.939
10:31000001-31500000	10	31000001	31500000	1.031	0.895
10:31500001-32000000	10	31500001	32000000	0.983	0.987
10:32000001-32500000	10	32000001	32500000	1.065	0.955
10:32500001-33000000	10	32500001	33000000	1.104	1.074
10:33000001-33500000	10	33000001	33500000	1.001	1.045
10:33500001-34000000	10	33500001	34000000	1.003	1.071
10:34000001-34500000	10	34000001	34500000	1.036	0.944
10:34500001-35000000	10	34500001	35000000	1.015	0.976
10:35000001-35500000	10	35000001	35500000	1.002	1.056
10:35500001-36000000	10	35500001	36000000	1.06	0.936
10:36500001-37000000	10	36500001	37000000	1.044	1.083
10:43000001-43500000	10	43000001	43500000	0.969	0.929
10:43500001-44000000	10	43500001	44000000	0.968	1.039
10:44000001-44500000	10	44000001	44500000	1.159	1.067
10:44500001-45000000	10	44500001	45000000	0.999	0.946
10:45000001-45500000	10	45000001	45500000	1.022	0.93
10:47000001-47500000	10	47000001	47500000	1.056	1.147
10:48500001-49000000	10	48500001	49000000	0.968	1.029
10:49000001-49500000	10	49000001	49500000	1.057	0.985
10:50500001-51000000	10	50500001	51000000	0.984	1.061
10:51000001-51500000	10	51000001	51500000	0.984	1.011
10:51500001-52000000	10	51500001	52000000	1.092	1.023
10:52000001-52500000	10	52000001	52500000	1.027	1.02
10:52500001-53000000	10	52500001	53000000	1.052	1.025
10:53000001-53500000	10	53000001	53500000	1.064	1.013
10:53500001-54000000	10	53500001	54000000	1.042	1.089
10:54000001-54500000	10	54000001	54500000	0.95	0.997
10:54500001-55000000	10	54500001	55000000	1.048	1
10:55000001-55500000	10	55000001	55500000	0.937	0.965
10:56000001-56500000	10	56000001	56500000	0.962	0.971
10:56500001-57000000	10	56500001	57000000	1.014	0.974
10:57000001-57500000	10	57000001	57500000	1.007	0.964
10:58000001-58500000	10	58000001	58500000	0.946	0.924
10:58500001-59000000	10	58500001	59000000	0.984	1.01
10:59500001-60000000	10	59500001	60000000	0.98	0.95
10:60000001-60500000	10	60000001	60500000	0.999	1.043
10:60500001-61000000	10	60500001	61000000	1.006	0.974
10:61000001-61500000	10	61000001	61500000	0.952	1.042
10:61500001-62000000	10	61500001	62000000	0.967	0.981
10:62000001-62500000	10	62000001	62500000	1.016	0.963
10:62500001-63000000	10	62500001	63000000	1.016	1.057
10:63000001-63500000	10	63000001	63500000	0.929	0.886
10:63500001-64000000	10	63500001	64000000	0.996	0.977
10:64000001-64500000	10	64000001	64500000	1.071	1.035
10:64500001-65000000	10	64500001	65000000	1.012	1.041
10:65000001-65500000	10	65000001	65500000	0.932	0.921
10:65500001-66000000	10	65500001	66000000	0.932	0.977
10:66000001-66500000	10	66000001	66500000	1.103	1.071
10:66500001-67000000	10	66500001	67000000	1.081	0.97
10:67000001-67500000	10	67000001	67500000	1.034	1.1
10:67500001-68000000	10	67500001	68000000	1.021	0.957
10:68000001-68500000	10	68000001	68500000	0.984	0.99
10:68500001-69000000	10	68500001	69000000	0.966	1.001
10:69000001-69500000	10	69000001	69500000	0.992	1.011
10:70000001-70500000	10	70000001	70500000	0.984	1.012
10:70500001-71000000	10	70500001	71000000	1.081	1.045
10:71000001-71500000	10	71000001	71500000	1.042	0.995
10:71500001-72000000	10	71500001	72000000	1.049	0.953
10:72000001-72500000	10	72000001	72500000	1.157	1.001
10:72500001-73000000	10	72500001	73000000	0.938	1.009
10:73000001-73500000	10	73000001	73500000	0.963	0.901
10:73500001-74000000	10	73500001	74000000	1.094	1.017
10:74000001-74500000	10	74000001	74500000	0.905	0.85
10:74500001-75000000	10	74500001	75000000	0.929	0.968
10:75000001-75500000	10	75000001	75500000	0.97	0.968
10:75500001-76000000	10	75500001	76000000	1.076	1.007
10:76000001-76500000	10	76000001	76500000	1.012	1.045
10:76500001-77000000	10	76500001	77000000	1.078	1.035
10:77500001-78000000	10	77500001	78000000	1.099	0.992
10:78000001-78500000	10	78000001	78500000	1.13	1.117
10:78500001-79000000	10	78500001	79000000	1.062	1.009
10:80000001-80500000	10	80000001	80500000	1.017	0.999
10:80500001-81000000	10	80500001	81000000	1.041	1.019
10:81000001-81500000	10	81000001	81500000	1.029	1.001
10:81500001-82000000	10	81500001	82000000	1.083	0.908
10:82000001-82500000	10	82000001	82500000	0.954	0.922
10:82500001-83000000	10	82500001	83000000	1.007	0.945
10:83000001-83500000	10	83000001	83500000	0.894	1.021
10:83500001-84000000	10	83500001	84000000	1.082	0.991
10:84000001-84500000	10	84000001	84500000	1.058	1.009
10:84500001-85000000	10	84500001	85000000	1.085	1.03
10:85000001-85500000	10	85000001	85500000	1.027	1.024
10:85500001-86000000	10	85500001	86000000	1.104	1.137
10:86000001-86500000	10	86000001	86500000	1.063	1.061
10:86500001-87000000	10	86500001	87000000	1.09	1.143
10:87500001-88000000	10	87500001	88000000	0.97	0.893
10:88500001-89000000	10	88500001	89000000	0.983	0.971
10:89000001-89500000	10	89000001	89500000	0.957	0.989
10:90000001-90500000	10	90000001	90500000	0.967	1.105
10:90500001-91000000	10	90500001	91000000	0.986	1.016
10:91000001-91500000	10	91000001	91500000	1.038	1.008
10:91500001-92000000	10	91500001	92000000	1.045	0.988
10:92000001-92500000	10	92000001	92500000	1	0.962
10:92500001-93000000	10	92500001	93000000	0.998	0.912
10:93000001-93500000	10	93000001	93500000	0.94	1.035
10:93500001-94000000	10	93500001	94000000	0.996	0.953
10:94000001-94500000	10	94000001	94500000	1.092	1.144
10:95000001-95500000	10	95000001	95500000	1.018	0.952
10:95500001-96000000	10	95500001	96000000	1.045	1.009
10:96000001-96500000	10	96000001	96500000	0.968	0.906
10:96500001-97000000	10	96500001	97000000	0.916	0.946
10:97000001-97500000	10	97000001	97500000	1.028	0.982
10:97500001-98000000	10	97500001	98000000	1.098	1.066
10:98000001-98500000	10	98000001	98500000	1	0.989
10:98500001-99000000	10	98500001	99000000	1.172	0.997
10:99000001-99500000	10	99000001	99500000	1.14	0.978
10:99500001-100000000	10	99500001	100000000	1.027	0.982
10:100500001-101000000	10	100500001	101000000	1.082	1.119
10:101000001-101500000	10	101000001	101500000	0.904	1.044
10:101500001-102000000	10	101500001	102000000	0.983	1.022
10:102000001-102500000	10	102000001	102500000	1.093	1.037
10:102500001-103000000	10	102500001	103000000	0.943	0.963
10:103000001-103500000	10	103000001	103500000	0.986	0.969
10:103500001-104000000	10	103500001	104000000	0.934	1.054
10:104000001-104500000	10	104000001	104500000	0.978	0.978
10:104500001-105000000	10	104500001	105000000	1.039	1.037
10:105000001-105500000	10	105000001	105500000	0.98	1.042
10:105500001-106000000	10	105500001	106000000	1.038	0.979
10:106000001-106500000	10	106000001	106500000	1.016	1.025
10:106500001-107000000	10	106500001	107000000	1.086	1.1
10:107000001-107500000	10	107000001	107500000	1.029	0.995
10:107500001-108000000	10	107500001	108000000	0.96	0.937
10:108000001-108500000	10	108000001	108500000	1.008	1.068
10:108500001-109000000	10	108500001	109000000	1.066	0.991
10:109000001-109500000	10	109000001	109500000	1.012	1.043
10:110000001-110500000	10	110000001	110500000	0.863	0.839
10:110500001-111000000	10	110500001	111000000	0.918	1.003
10:111000001-111500000	10	111000001	111500000	1.002	0.982
10:111500001-112000000	10	111500001	112000000	1.071	1.037
10:112000001-112500000	10	112000001	112500000	0.952	1.13
10:113000001-113500000	10	113000001	113500000	0.993	0.916
10:113500001-114000000	10	113500001	114000000	0.972	0.999
10:114000001-114500000	10	114000001	114500000	0.97	0.907
10:114500001-115000000	10	114500001	115000000	0.929	0.923
10:115500001-116000000	10	115500001	116000000	0.964	1.029
10:116000001-116500000	10	116000001	116500000	0.942	0.996
10:116500001-117000000	10	116500001	117000000	1.033	1.006
10:117000001-117500000	10	117000001	117500000	1.008	1.019
10:117500001-118000000	10	117500001	118000000	0.973	1.033
10:118000001-118500000	10	118000001	118500000	0.981	1.011
10:118500001-119000000	10	118500001	119000000	1.103	1.03
10:119000001-119500000	10	119000001	119500000	0.992	0.86
10:119500001-120000000	10	119500001	120000000	0.969	0.929
10:120000001-120500000	10	120000001	120500000	1.069	0.909
10:120500001-121000000	10	120500001	121000000	1	1.044
10:121000001-121500000	10	121000001	121500000	0.945	1.013
10:121500001-122000000	10	121500001	122000000	0.939	1.033
10:122000001-122500000	10	122000001	122500000	1.083	1.085
10:122500001-123000000	10	122500001	123000000	1.014	1.002
10:123500001-124000000	10	123500001	124000000	0.965	1.05
10:124000001-124500000	10	124000001	124500000	1.099	0.936
10:124500001-125000000	10	124500001	125000000	0.957	0.838
10:125000001-125500000	10	125000001	125500000	0.976	1.013
10:126000001-126500000	10	126000001	126500000	0.971	0.946
10:126500001-127000000	10	126500001	127000000	1.078	1.083
10:127000001-127500000	10	127000001	127500000	0.962	1.044
10:127500001-128000000	10	127500001	128000000	1.004	0.923
10:128000001-128500000	10	128000001	128500000	1.093	1.05
10:128500001-129000000	10	128500001	129000000	0.905	1.016
10:129000001-129500000	10	129000001	129500000	0.954	0.986
10:130000001-130500000	10	130000001	130500000	0.954	1.041
10:130500001-131000000	10	130500001	131000000	0.974	1.087
10:131000001-131500000	10	131000001	131500000	1.021	0.92
10:131500001-132000000	10	131500001	132000000	1.123	1.017
10:132000001-132500000	10	132000001	132500000	1.022	1.042
10:132500001-133000000	10	132500001	133000000	0.957	0.985
10:133000001-133500000	10	133000001	133500000	1.07	1.139
11:500001-1000000	11	500001	1000000	1.04	0.919
11:1000001-1500000	11	1000001	1500000	1.094	1.094
11:1500001-2000000	11	1500001	2000000	1.102	1.099
11:2000001-2500000	11	2000001	2500000	0.932	0.976
11:2500001-3000000	11	2500001	3000000	0.962	0.923
11:4500001-5000000	11	4500001	5000000	1.081	0.916
11:5000001-5500000	11	5000001	5500000	1.057	1.02
11:5500001-6000000	11	5500001	6000000	1.038	0.965
11:6000001-6500000	11	6000001	6500000	0.996	1
11:6500001-7000000	11	6500001	7000000	1.095	1.009
